establishment_id,establishment_number,establishment_name,duns_number,street,city,state,zip,phone,grant_date,type,activities,dbas,district,circuit,size,latitude,longitude,county,fips_code,meat_exemption_custom_slaughter,poultry_exemption_custom_slaughter,slaughter,meat_slaughter,beef_cow_slaughter,steer_slaughter,heifer_slaughter,bull_stag_slaughter,dairy_cow_slaughter,heavy_calf_slaughter,bob_veal_slaughter,formula_fed_veal_slaughter,non_formula_fed_veal_slaughter,market_swine_slaughter,sow_slaughter,roaster_swine_slaughter,boar_stag_swine_slaughter,stag_swine_slaughter,feral_swine_slaughter,goat_slaughter,young_goat_slaughter,adult_goat_slaughter,sheep_slaughter,lamb_slaughter,deer_reindeer_slaughter,antelope_slaughter,elk_slaughter,bison_slaughter,buffalo_slaughter,water_buffalo_slaughter,cattalo_slaughter,yak_slaughter,other_voluntary_livestock_slaughter,rabbit_slaughter,poultry_slaughter,young_chicken_slaughter,light_fowl_slaughter,heavy_fowl_slaughter,capon_slaughter,young_turkey_slaughter,young_breeder_turkey_slaughter,old_breeder_turkey_slaughter,fryer_roaster_turkey_slaughter,duck_slaughter,goose_slaughter,pheasant_slaughter,quail_slaughter,guinea_slaughter,ostrich_slaughter,emu_slaughter,rhea_slaughter,squab_slaughter,other_voluntary_poultry_slaughter,slaughter_or_processing_only,slaughter_only_class,slaughter_only_species,meat_slaughter_only_species,poultry_slaughter_only_species,slaughter_volume_category,processing_volume_category,beef_processing,pork_processing,antelope_processing,bison_processing,buffalo_processing,deer_processing,elk_processing,goat_processing,other_voluntary_livestock_processing,rabbit_processing,reindeer_processing,sheep_processing,yak_processing,chicken_processing,duck_processing,goose_processing,pigeon_processing,ratite_processing,turkey_processing,exotic_poultry_processing,other_voluntary_poultry_processing
6171698,6171698,GRANJA ACUICOLA EL CHORRITO,,CARRETERA ZITACUARO A OCAMPO MARGEN DERECHO 0 DOMICILIO CONOCIDO,MANZANA EL PASO DE SAN CRISTOBAL,Michoacán de Ocampo,,7151090845,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.55827259,-100.3585441,Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845309,11845309,GRANJA ACUICOLA EL PUENTE,,CALLE Ninguno SN,MANZANA EL PASO DE SAN CRISTOBAL,Michoacán de Ocampo,,7151082624,2025-05,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.55473013,-100.35557123,Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11844437,11844437,GRANJA ACUICOLA ESTELA RANGEL VIEIRA,,OTRO(ESPECIFIQUE) NINGUNO 0 SN,LOS POTREROS,Michoacán de Ocampo,,,2025-05,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.55058851,-101.1059936,Tzitzio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9284839,9284839,GRANJA ACUICOLA FRANCISCA,,CALLE NINGUNO 13,PUEBLO NUEVO,Michoacán de Ocampo,59430,,2020-11,Aquaculture Farm,Piscicultura en agua dulce,,,,,20.24966426,-101.9429065,Numarán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171075,6171075,GRANJA ACUICOLA GUTIERREZ,,CALLE TERRACERI POR L LATERAL IZQUIERDO DE LAS VIAS POR LA GASOLINERA TODO DERECHO PASANDO EL CAMPO DE TIRO 0 SN,LAS GUACAMAYAS,Michoacán de Ocampo,,,2014-12,Aquaculture Farm,Piscicultura en agua dulce,,,,,18.02365167,-102.2406875,Lázaro Cárdenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845293,11845293,GRANJA ACUICOLA JOYITAS,,CALLE Ninguno 0 SN,LOS CAPULINES,Michoacán de Ocampo,,,2025-05,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.49914889,-100.62833944,Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9284218,9284218,GRANJA ACUICOLA LA CAÑADA,,CALLE NINGUNO 0 SN,MANZANA DE SAN LUIS,Michoacán de Ocampo,,7151143253,2020-11,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.56030516,-100.27175216,Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171521,6171521,GRANJA ACUICOLA LA CHINELA SPR DE RL,,CALLE LAURELES 0 SN,IXTLAN DE LOS HERVORES,Michoacán de Ocampo,,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,GRANJA ACUICOLA LA CHINELA S DE RL DE CV,,,,20.14265071,-102.3580318,Ixtlán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9276092,9276092,GRANJA ACUICOLA LA CIENEGA DE SALITRILLO,,CALLE NINGUNO 0 SN,MANZAN DE SAN LUIS,Michoacán de Ocampo,61450,,2020-11,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.55392272,-100.2515319,Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171407,6171407,GRANJA ACUICOLA LA ILUSION,,OTRO(ESPECIFIQUE) NINGUNO 0 SN Int. 0 SN,LAS GUACAMAYAS,Michoacán de Ocampo,,7531415596,2010-07,Aquaculture Farm,Otra acuicultura,,,,,17.98228882,-102.18731378,Lázaro Cárdenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171719,6171719,GRANJA ACUICOLA LA JOYA,,CARRETERA ESTERO 200,AGRICOLA GORDIANO GUZMAN,Michoacán de Ocampo,60990,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,18.02725188,-102.1873177,Lázaro Cárdenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9276091,9276091,GRANJA ACUICOLA LA PIEDRA DEL MOLCAJETE,,OTRO(ESPECIFIQUE) NINGUNO 0 SN,MANZANA DE SAN LUIS,Michoacán de Ocampo,,7151348783,2020-11,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.56066663,-100.27402151,Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171732,6171732,GRANJA ACUICOLA LAZARO CARDENAS,,CALLE NINGUNO 0 SN,CENTRO,Michoacán de Ocampo,,4251203388,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.16680772,-101.84710355,Nuevo Urecho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171349,6171349,GRANJA ACUICOLA LOS AILES,,CALLE NINGUNO 0 SN,PUCUATO,Michoacán de Ocampo,,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.5957063,-100.70553913,Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171462,6171462,GRANJA ACUICOLA LOS FRESNOS,,CALLE NINGUNO 0 DOMICILIO CONOCIDO,4TA MANZANA DE NICOLAS ROMERO EL TEPETATE 4TA MANZANA,Michoacán de Ocampo,61534,,2010-07,Aquaculture Farm,Otra acuicultura,,,,,19.41331391,-100.29116006,Zitácuaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171730,6171730,GRANJA ACUICOLA LOS MANCHONES,,OTRO(ESPECIFIQUE) CERRO 0 DOMICILIO CONOCIDO,MANCHONES,Michoacán de Ocampo,,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.16615238,-101.8720226,Nuevo Urecho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171499,6171499,GRANJA ACUICOLA LOS TEJOCOTITOS,,CALLE NINGUNO 0 SN,MANZANA SAN LUIS,Michoacán de Ocampo,61450,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.55839985,-100.26571049,Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171080,6171080,GRANJA ACUICOLA MANTRAC,,OTRO(ESPECIFIQUE) TERRACERIA 0 DOMICILIO CONOCIDO,TECNICA 91,Michoacán de Ocampo,,7531144738,2014-12,Aquaculture Farm,Piscicultura en agua dulce,,,,,18.02365167,-102.2406875,Lázaro Cárdenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845310,11845310,GRANJA ACUICOLA RANCHO EL ALAMO,,CALLE Ninguno SN,JARIPITIO,Michoacán de Ocampo,61435,7861697482,2025-05,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.56471434,-100.39442024,Tuxpan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171722,6171722,GRANJA ACUICOLA RINCON DEL BONETE,,CARRETERA LA PUERTA DEL CIRUELO A HUATZIRAN 0 SN,RINCON DEL BONETE,Michoacán de Ocampo,,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,MARIO MANUEL ROMERO TINOCO SC DE RL,,,,18.94507611,-101.8945583,La Huacana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171083,6171083,GRANJA ACUICOLA SAM NECO,,OTRO(ESPECIFIQUE) CANAL LATERAL TRES LA PAROTA 0 SN,RINCONADA DEL BALSAS,Michoacán de Ocampo,,7531123690,2014-12,Aquaculture Farm,Piscicultura en agua dulce,,,,,17.99939861,-102.2165097,Lázaro Cárdenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8853719,8853719,GRANJA ACUICOLA SAN MARCOS,,CALLE LAZARO CARDENAS 2,SAN MARCOS MATUGEO,Michoacán de Ocampo,,4431283736,2019-11,Aquaculture Farm,Otra acuicultura,,,,,19.73462909,-101.61845728,Coeneo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845281,11845281,GRANJA ACUICOLA SANTA ROSALIA,,AVENIDA Lázaro Cárdenas 0 SN,NINGUNO,Michoacán de Ocampo,,,2025-05,Aquaculture Farm,Piscicultura en agua dulce,,,,,20.11250408,-102.65835709,Venustiano Carranza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171630,6171630,GRANJA ACUICOLA SIN NOMBRE,,CALLE NINGUNO 0 DOMICILIO CONOCIDO,LA HUERTA,Michoacán de Ocampo,,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.09885564,-101.5091095,Tacámbaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10198219,10198219,GRANJA ACUICOLA TRUCHAS ARROYO,,CALLE NINGUNO 0 SN,NICOLAS ROMERO,Michoacán de Ocampo,61530,,2024-11,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.40904956,-100.29053723,Zitácuaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171731,6171731,GRANJA ACUICOLA ZIRANDA,,CALLE CERRO 1,CENTRO,Michoacán de Ocampo,,4251059164,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.16615238,-101.8720226,Nuevo Urecho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171130,6171130,GRANJA ARROYO SECO,,CALLE NINGUNO 0 DOMICILIO CONOCIDO,LA MORA,Michoacán de Ocampo,,,2014-12,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.33236386,-100.51333377,Jungapeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845295,11845295,GRANJA BLANCAS,,CALLE Ninguno 0 SN Int. 0,SABANETA,Michoacán de Ocampo,61248,7861292319,2025-05,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.6061528,-100.66206818,Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171246,6171246,GRANJA CANALES,,CARRETERA PURUARAN A TURICATO 0 DOMICILIO CONOCIDO,CANALES,Michoacán de Ocampo,,,2014-12,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.06112332,-101.419068,Turicato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171585,6171585,GRANJA CHICHUATO,,CARRETERA CARRETERA APATZINGAN A TEPALCATEPEC KM 23 KM 23,CHICHUATO,Michoacán de Ocampo,,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.16083944,-102.5199528,Buenavista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9866849,9866849,GRANJA DE MOJARRA,,OTRO(ESPECIFIQUE) ARROYO 0 SN,LA ARBOLEDA,Michoacán de Ocampo,,4432211063,2024-11,Aquaculture Farm,Piscicultura en agua dulce,,,,,18.89736577,-100.73129703,Tiquicheo de Nicolás Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045861,9045861,GRANJA DE POZO AZUL,,CALLE NINGUNO 0 DOMICILIO CONOCIDO,LA TINAJA,Michoacán de Ocampo,,7151050327,2019-11,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.41589938,-100.34516716,Zitácuaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171174,6171174,GRANJA DE TRUCHA ARCOIRIS LOMA DEL TIGRE,,CARRETERA LOMA DEL TIGRE 0 SN,LOMA DEL TIGRE,Michoacán de Ocampo,,,2014-12,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.53744889,-101.2496794,Morelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171512,6171512,GRANJA DE TRUCHA EL PASO,,CALLE FRANCISCO J MUGICA 0 DOMICILIO CONOCIDO,MANZANA EL PASO DE SAN CRISTOBAL,Michoacán de Ocampo,,7151143192,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.55736223,-100.354024,Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845300,11845300,GRANJA DE TRUCHAS JUAN RANGEL,,CALLE Ninguno 0 SN,BARRANCA HONDA,Michoacán de Ocampo,,,2025-05,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.53946278,-100.91420528,Tzitzio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171491,6171491,GRANJA DEL TERRAPLEN,,CALLE ARROYO 0 SN,RINCON DEL AHORCADO,Michoacán de Ocampo,,6442273413,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.3658999,-100.30902148,Zitácuaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171573,6171573,GRANJA ECOLOGICA EL PESCADITO,,CARRETERA CHUCANDIRO A HUNDACAREO 28800 0 SN,EL JARIPAL,Michoacán de Ocampo,,4433794674,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.95014833,-101.3169594,Huandacareo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171620,6171620,GRANJA EL AMARGOSO,,CALLE IGNACIO ALLENDE 0 DOMICILIO CONOCIDO Int. 0 SN,JACUARILLO,Michoacán de Ocampo,,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.55208574,-100.39429051,Tuxpan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171625,6171625,GRANJA EL CHORRITO,,CALLE NINGUNO 0 DOMICILIO CONOCIDO,SILVA DE ARRIBA,Michoacán de Ocampo,,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.38116611,-100.342535,Zitácuaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845331,11845331,GRANJA EL CIELO,,CALLE Adolfo López Mateos 1,CAMPAMENTO CFE,Michoacán de Ocampo,,4521494280,2025-05,Aquaculture Farm,Piscicultura en agua dulce,,,,,18.29646308,-101.90272747,Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845286,11845286,GRANJA EL COPAL,,CALLE Ninguno 0 SN Int. 0,SAN JOSE APUPATARO,Michoacán de Ocampo,60446,,2025-05,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.51631735,-102.50055036,Peribán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171615,6171615,GRANJA EL MANJAR,,CALLE NINGUNO 0 SN,CENTRO,Michoacán de Ocampo,,4251030364,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.1682152,-101.8487393,Nuevo Urecho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171134,6171134,GRANJA EL MANZANO,,CALLE NINGUNO 0 DOMICILIO CONOCIDO,MANZANA DEL PASO DE SAN CRISTOBAL,Michoacán de Ocampo,,7151188059,2014-12,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.55736223,-100.354024,Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171433,6171433,GRANJA EL MIEDO,,OTRO(ESPECIFIQUE) LAGUNA 0 SN,PASO DE HIDALGO,Michoacán de Ocampo,,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,20.26600064,-102.5294091,Briseñas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171612,6171612,GRANJA EL MIRADOR,,CALLE PARCELA 0 SN,EL MIRADOR,Michoacán de Ocampo,,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.19528928,-101.86384049,Nuevo Urecho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9709430,9709430,GRANJA EL MONCHE,,CALLE DEL SOL 0 SN,DEL SOL,Michoacán de Ocampo,,,2024-11,Aquaculture Farm,Piscicultura en agua dulce,,,,,18.896377,-100.72878597,Tiquicheo de Nicolás Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171345,6171345,GRANJA EL OYAMEL,,CALLE NINGUNO 0 SN,PUCUATO,Michoacán de Ocampo,,7861042231,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.59634615,-100.70573528,Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171706,6171706,GRANJA EL OYAMEL,,OTRO(ESPECIFIQUE) CERRO 0 SN,MANZANA SAN LUIS,Michoacán de Ocampo,,5549219694,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.55652372,-100.2615512,Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045871,9045871,GRANJA EL PARAISO,,CARRETERA PEDERNALES A PURARAN 0 DOMICILIO CONOCIDO,LA BARRANCA,Michoacán de Ocampo,,4591151007,2019-11,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.144615,-101.47003983,Tacámbaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171492,6171492,GRANJA EL PARAISO,,PRIVADA NINGUNO 0 SN,EL NARANJO,Michoacán de Ocampo,,7122466340,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.40433983,-100.34746815,Zitácuaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171171,6171171,GRANJA EL PARAMO,,CALLE NINGUNO 0 SN,EL PARAMO,Michoacán de Ocampo,,,2014-12,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.5539022,-101.10427387,Tzitzio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171095,6171095,GRANJA EL PASTOR,,CARRETERA CARRETERA ESTATAL MATA DE PINOS A AGOSTITLAN MARGEN IZQUIERDO KM 4 KM 4,EL LLANO DE AGOSTITLAN,Michoacán de Ocampo,,,2014-12,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.55763418,-100.6121036,Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171600,6171600,GRANJA EL PEDREGAL,,CARRETERA CARRETERA FEDERAL NO 15 TRAMO CIUDAD HIDALGO MIL CUMBRES MARGEN DERECHO 0 SN,EL PEDREGAL,Michoacán de Ocampo,,7861157616,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.66513894,-100.7560445,Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171675,6171675,GRANJA EL PEDREGOSO,,CALLE NINGUNO 0 DOMICILIO CONOCIDO,EL PEDREGOSO,Michoacán de Ocampo,,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,MARIA LORENA JUAREZ TORRES SC,,,,19.30067006,-101.5165886,Tacámbaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046041,9046041,GRANJA EL PINSAN,,CALLE JOSE MARIA ARTEAGA 87,LA HORTALIZA,Michoacán de Ocampo,61760,,2019-11,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.02750017,-102.0968659,Múgica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11314922,11314922,GRANJA EL PIOJIOTO,,OTRO(ESPECIFIQUE) NINGUNO 0 DOMICILIO CONOCIDO,LA BARRANCA,Michoacán de Ocampo,,4591060788,2024-11,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.13035277,-101.4621058,Tacámbaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171591,6171591,GRANJA EL PUENTE,,CALLE NINGUNO 0 SN,PUENTE DE TIERRA,Michoacán de Ocampo,,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.50706102,-100.7086395,Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171045,6171045,GRANJA EL ROSAL,,CALLE NINGUNO 0 DOMICILIO CONOCIDO,SAN JOSE CUANAJILLO,Michoacán de Ocampo,,,2014-12,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.30804957,-101.7047975,Salvador Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11844893,11844893,GRANJA EL TAJO,,CALLE BENITO JUAREZ 730,ESTACION QUERENDARO,Michoacán de Ocampo,,4432408841,2025-05,Aquaculture Farm,Otra acuicultura,,,,,19.90775861,-100.8384122,Zinapécuaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171261,6171261,GRANJA ETUCUARO I,,OTRO(ESPECIFIQUE) ARROYO 0 SN,ETUCUARO,Michoacán de Ocampo,,,2014-12,Aquaculture Farm,Piscicultura en agua dulce,,,,,19.422134,-101.21314268,Madero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
