"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"10850746","04001311611000051000000000U5","RASTRO MUNICIPAL CALKINI","H HAYUNDAMIENTO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","AVENIDA","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","0","SN",,,,,"COLONIA","SAN ISIDRO",,,,"24900","04","CAMPECHE","001","Calkiní","0001","Calkiní","0345","800","9961093090",,,"Fijo","20.38653835","-90.03864518","2024-11"
"8112745","04005311611000021000000000U9","RASTRO MUNICIPAL DE HECELCHAKAN","H AYUNTAMIENTO DE HECELCHAKAN ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","NINGUNO","PRIVADA","NINGUNO","CALLE","NINGUNO","PRIVADA","NINGUNO","0","SN",,,"0",,"BARRIO","SAN FRANCISCO",,,,"24800","04","CAMPECHE","005","Hecelchakán","0001","Hecelchakán","0433","004",,,,"Fijo","20.17341874","-90.14720137","2019-11"
"10735987","04006311611000051000000000U4","RASTRO MUNICIPAL DE HOPELCHEN","H. AYUNTAMIENTO DE HOPELCHEN ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","23","CALLE","6","CARRETERA","CAMPECHE-DZIBALCHEN","CARRETERA","CAMPECHE-DZIBALCHEN","0","SN",,,,,"COLONIA","SAN MARTIN",,,,"24600","04","CAMPECHE","006","Hopelchén","0001","Hopelchén","0977","003",,,,"Fijo","19.73521214","-89.83786501","2024-11"
"193936","04008311611000022000000000U1","RASTRO PUBLICO MUNICIPAL","H AYUNTAMIENTO DE TENABO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","8","PRIVADA","NINGUNO","CALLE","PROCESADORA","PRIVADA","NINGUNO","0","SN",,,,,"LOCALIDAD","TENABO",,,,"24706","04","CAMPECHE","008","Tenabo","0001","Tenabo","0295","001",,,,"Fijo","20.03386442","-90.23607462","2010-07"
"10768310","04002311613000061000000000U8","VENTA DE CHORIZO CASERO",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","TURQUESA","CALLE","TOPACIO","CALLE","DOLOMITA","CALLE","AMATISTA",,"SN",,,,,"COLONIA","MINAS",,,,"24026","04","CAMPECHE","002","Campeche","0001","San Francisco de Campeche","1995","013","9818143737",,,"Fijo","19.86433627","-90.49637374","2024-11"
"10693518","04003541380000213000000000U1","ADMINISTRACION DE RIESGOS INDUSTRIALES",,"541380","Laboratorios de pruebas","11 a 30 personas","CALLE","51","CALLE","38","CALLE","38-A","CALLE","51-A","187",,,,,,"COLONIA","SANTA MARGARITA",,,,"24120","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","002A","009",,,"WWW.LARISSA.COM","Fijo","18.64929449","-91.83462033","2024-11"
"11278066","04002541380000101000000000U0","AM & CIA CONSTRUCTORA PROYECTOS Y LABORATORIO DE MATERIALES","VENTURA MORENO LORANCA SA DE CV","541380","Laboratorios de pruebas","0 a 5 personas","CALLE","14 A","CALLE","36","CALLE","MONTECRISTO","AVENIDA","LICENCIADO LUIS DONALDO COLOSIO MURRIETA",,"SN",,,,,"COLONIA","PRADO",,,,"24030","04","CAMPECHE","002","Campeche","0001","San Francisco de Campeche","1285","024","9811322015","AMLAB2017@HOTMAIL.COM",,"Fijo","19.83446753","-90.55020554","2024-11"
"11840196","04003541380000284000000000U2","ANVIMA INSPECTOR","GLADIS MARLEN GONZALEZ SANCHEZ SA DE CV","541380","Laboratorios de pruebas","31 a 50 personas","CALLE","55","CALLE","58","CALLE","60","CALLE","57","161",,,,,,"COLONIA","MORELOS",,,,"24115","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","2399","015",,,,"Fijo","18.65632497","-91.82804103","2025-04"
"10939991","04002541380000091000000000U3","BIODIST  ","BIODIST   SA DE CV","541380","Laboratorios de pruebas","0 a 5 personas","AVENIDA","JOSE LOPEZ PORTILLO","PRIVADA","NINGUNO","CALLE","ITURBIDE","CALLE","ITURBIDE","0","SN",,,,,"COLONIA","IGNACIO ZARAGOZA",,,,"24098","04","CAMPECHE","002","Campeche","0001","San Francisco de Campeche","1711","028",,,"WWW.BIODIST.COM","Fijo","19.81776058","-90.53815724","2024-11"
"11386451","04003541380000221000000000U4","CHEMICAL ENERGY GROUP","LABORATORIO E INNOVACION DE FLUIDOS DE CONTROL SA DE CV","541380","Laboratorios de pruebas","0 a 5 personas","CALLE","NINGUNO","CALLE","35-A","CALLE","35-B","CALLE","JOSEFA CAPDEPON","0","SN",,,,,"COLONIA","MALIBRAN",,,,"24197","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","2581","005",,"GERENCIA.TECNICA@CHEMICALEG.COM.MX","CHEMICALEG.COM.MX","Fijo","18.65629423","-91.81284096","2024-11"
"195510","04002541380000044000000000U2","CONSTRUCCION Y CONSERVACION MARGO","CONSTRUCCION Y CONSERVACION MARGO SA DE CV","541380","Laboratorios de pruebas","11 a 30 personas","CALLE","14","CALLE","VICTORIA","CALLE","ALDAMA","CALLE","16","281","A",,,"0",,"BARRIO","SAN ROMAN",,,,"24040","04","CAMPECHE","002","Campeche","0001","San Francisco de Campeche","1285","010",,"CCMARGO@HOTMAIL.COM",,"Fijo","19.83761953","-90.5459338","2010-07"
"7439641","04003541219000021000000000U8","DESARROLLO CORPORATIVO SAIC","DESARROLLO CORPORATIVO SAIC SA DE CV","541380","Laboratorios de pruebas","11 a 30 personas","CALLE","22","CALLE","27","CALLE","25-A","CALLE","20","54","A",,,,,"COLONIA","CENTRO",,,,"24100","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","2469","024",,"EAVR910906@GMAIL.COM",,"Fijo","18.6353694","-91.83402613","2019-11"
"8234047","04003541380000172000000000U9","FUJISAN SURVEY","FUJISAN SURVEY SA DE CV","541380","Laboratorios de pruebas","11 a 30 personas","AVENIDA","CALETA","CALLE","54","CALLE","52","CALLE","53-A","95",,,,,,"COLONIA","CALETA",,,,"24110","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","301A","024",,"FCUCORPORATIVO@FUJISANSURVEY.COM","WWW.FUJISANSURVEY.COM","Fijo","18.6535829","-91.82994354","2019-11"
"11810366","04009541380000021000000000S5","LABORATORIO NACIONAL DE LA CONSTRUCCION","LABORATORIO NACIONAL DE LA CONSTRUCCION SA","541380","Laboratorios de pruebas","0 a 5 personas","CALLE","48 A","CALLE","61-B","CALLE","63","CALLE","50-A","0","SN",,,,,"COLONIA","CARLOS SALINAS DE GORTARI",,,,"24350","04","CAMPECHE","009","Escárcega","0001","Escárcega","0019","003",,"LANCO@LANCO.COM.MX","WWW.LANCO.COM.MX","Fijo","18.61661652","-90.74748037","2025-04"
"210679","04002541380000061001000000U6","LABORATORIO PARA AGUAS Y ALIMENTOS DE CAMPECHE","LABORATORIO PARA AGUAS Y ALIMENTOS DE CAMPECHE AC","541380","Laboratorios de pruebas","6 a 10 personas","CALLE","ACCION NACIONAL","CALLE","PERU","CALLE","GRANADA","CALLE","PEDREGAL","0","SN",,,,,"COLONIA","POLVORIN",,,,"24060","04","CAMPECHE","002","Campeche","0001","San Francisco de Campeche","1641","007",,"LABCAMPECHE@HOTMAIL.COM",,"Fijo","19.82480846","-90.52591563","2014-12"
"9889559","04003541380000261000000000U0","LABORATORIOS LIDETEC","LABORATORIO DE INVESTIGACIÓN Y DESARROLLO TECNOLÓGICO DEL GOLFO SA DE CV","541380","Laboratorios de pruebas","6 a 10 personas","CALLE","52","CALLE","37","CALLE","47","CALLE","50-A","21","A",,,,,"COLONIA","HECTOR PEREZ MARTINEZ",,,,"24110","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","0049","023",,"LUIS.DAMIAN@LIDETECG.COM","LIDETECG.COM","Fijo","18.65051972","-91.82792253","2024-11"
"210398","04002541380000053001000000U3","LASER LABORATORIO Y SERVICIOS","LASER LABORATORIO Y SERVICIOS SA DE CV","541380","Laboratorios de pruebas","6 a 10 personas","CALLE","FLOR DE LIMON","CALLE","ECUADOR","AVENIDA","LICENCIADO LUIS DONALDO COLOSIO MURRIETA","AVENIDA","LICENCIADO LUIS DONALDO COLOSIO MURRIETA","4",,,,"0",,"COLONIA","TOMAS AZNAR",,,,"24060","04","CAMPECHE","002","Campeche","0001","San Francisco de Campeche","0681","026","9811662961","LASER_LABORATORIO@LIVE.COM.MX",,"Fijo","19.83344964","-90.52434853","2014-12"
"9418181","04003541380000201000000000U6","NASTEM","NACIONAL DE TESTEO Y ENSAYO DE MATERIALES SA DE CV","541380","Laboratorios de pruebas","0 a 5 personas","CALLE","BOQUERON","CALLE","NINGUNO","AVENIDA","PASEO DEL MAR","CALLE","NINGUNO",,"SN",,,,,"COLONIA","BOQUERON DEL PALMAR",,,,"24116","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","2666","027","9381710915","ADMON.NASTEM@GMAIL.COM",,"Fijo","18.66464315","-91.80374052","2023-11"
"10132835","04002541380000112000000000S7","OFICINAS ADMINISTRATIVAS IEEND","INGENIEROS ESPECIALISTAS EN ENSAYOS NO DESTRUCTIVOS SA DE CV","541380","Laboratorios de pruebas","6 a 10 personas","CALLE","14","CALLE","NINGUNO","CALLE","65","CALLE","12","174",,,,,,"COLONIA","CENTRO",,,,"24000","04","CAMPECHE","002","Campeche","0001","San Francisco de Campeche","0056","034",,,,"Fijo","19.84176424","-90.53952965","2024-11"
"9648642","04003541380000232000000000U1","PATIO DE RESGUARDO DE EQUIPOS","CONECT SA DE CV","541380","Laboratorios de pruebas","6 a 10 personas","AVENIDA","PASEO DEL MAR","CALLE","80","CALLE","78","AVENIDA","CAMARON","0","SN",,,,,"COLONIA","JUSTO SIERRA",,,,"24116","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","2562","011",,,,"Fijo","18.66433365","-91.81203138","2024-11"
"6253166","04003541380000055002009004S6","PIVICO","PIVICO SA","541380","Laboratorios de pruebas","6 a 10 personas","AVENIDA","CAMARÓN","CALLE","74","CALLE","76","CALLE","55","228",,,,"0","SN","COLONIA","JUSTO SIERRA",,,,"24117","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","2562","006",,"JOSE@PIVICO.COM",,"Fijo","18.66295352","-91.81555123","2010-07"
"6419252","04003541380000045002009014S7","RADIOGRAFIAS DE CAMPECHE","RADIOGRAFIAS DE CAMPECHE SA DE CV","541380","Laboratorios de pruebas","11 a 30 personas","AVENIDA","JUSTO SIERRA","CALLE","64","CALLE","66","CALLE","31-A","52",,,,,,"COLONIA","MUNDO MAYA",,,,"24100","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","251A","006",,"RODOLFOC76@HOTMAIL.COM",,"Fijo","18.64975969","-91.81826641","2010-07"
"11820584","04002541380000123000000000U4","RESISTENCIA SAN MARINO","RESISTENCIA SAN MARINO SA DE CV","541380","Laboratorios de pruebas","11 a 30 personas","PRIVADA","COCOTERA VIII","AVENIDA","CAMEDOR","PRIVADA","COCOTERA III","PRIVADA","COCOTERA VIII","0","SN",,,,,"FRACCIONAMIENTO","VALLE DORADO",,,,"24026","04","CAMPECHE","002","Campeche","0001","San Francisco de Campeche","2014","034","5582055860",,,"Fijo","19.85106793","-90.49580888","2025-04"
"10862259","04003541380000253000000000U7","REYVICOG","REYVICOG SA DE CV","541380","Laboratorios de pruebas","11 a 30 personas","AVENIDA","AVENIDA DEL MAR","AVENIDA","ISLA DE TRIS","PRIVADA","CASCADES","CALLE","CONSTELACION PLEYADES","0","SN",,,,,"FRACCIONAMIENTO","BIVALVO",,,,"24158","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","1263","004",,,"RAYVICOG.COM.MX","Fijo","18.66006795","-91.78196102","2024-11"
"220739","04003541380000101001000000M8","SECONT","SEÑALIZACION Y CONTROL DEL SURESTE SA DE CV","541380","Laboratorios de pruebas","31 a 50 personas","CALLE","CANTARELL","CALLE","ORO NEGRO","CALLE","NINGUNO","OTRO(ESPECIFIQUE)","BARDA","20",,,,"0",,"FRACCIONAMIENTO","18 DE MARZO",,,,"24157","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","3081","010",,"SECONT12@SECONT.COM.MX",,"Fijo","18.66683536","-91.76040749","2014-12"
"7217410","04002541380000082000000000U2","SERVICIOS Y CONSTRUCCIONES REXMAR","SERVICIOS Y CONSTRUCCIONES REXMAR SA DE CV","541380","Laboratorios de pruebas","6 a 10 personas","CALLE","12","CALLE","ALDAMA","CALLE","VICTORIA","CALLE","14","323",,,,"0",,"BARRIO","SAN ROMAN",,,,"24040","04","CAMPECHE","002","Campeche","0001","San Francisco de Campeche","1270","021","9811032410","REXMAR_SC@HOTMAIL.COM",,"Fijo","19.83857765","-90.54697444","2019-11"
"218548","04003541380000113001000000U3","TRUESPECT","TRUESPECT SA DE CV","541380","Laboratorios de pruebas","51 a 100 personas","CALLE","36","AVENIDA","EUGENIO ECHEVERRIA CASTELLOT","CALLE","65","CALLE","38","26","C",,,,,"COLONIA","PLAYA NORTE",,,,"24115","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","3005","025",,"CONTABILIDAD@TRUESPECT.COM.MX",,"Fijo","18.6493787","-91.80950191","2014-12"
"8233883","04003541380000154000000000U7","VACSER PROCESS AUTOMATION","VACSER PROCESS AUTOMATION SA DE CV","541380","Laboratorios de pruebas","31 a 50 personas","CALLE","48","AVENIDA","CALETA","CALLE","53","CALLE","38-A","51",,,,"0",,"COLONIA","CALETA",,,,"24110","04","CAMPECHE","003","Carmen","0001","Ciudad del Carmen","301A","014",,"VACSER_CONTABILIDAD@HOTMAIL.COM",,"Fijo","18.6528479","-91.83266806","2019-11"
"9719725","05038311613000021000000000U5","CARNE SECA EL CENTAURO",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","MARIANO ESCOBEDO","CALLE","FRANCISCO JAVIER MINA","CALLE","IGNACIO LOPEZ RAYON","CALLE","NICOLAS BRAVO","503",,,,,,"COLONIA","CENTRO",,,,"26450","05","COAHUILA DE ZARAGOZA","038","Zaragoza","0001","Zaragoza","0903","008","8621206333","JALICIA69@LIVE.COM.MX",,"Fijo","28.49519681","-100.91440846","2024-11"
"6732656","05035311612000043001061778M7","CARNES FINAS EL EDEN LAGUNERO","CARNES FINAS EL EDEN LAGUNERO SA DE CV","311612","Corte y empacado de carne de ganado, aves y otros animales comestibles","31 a 50 personas","CALZADA","ABASTOS","AVENIDA","AVENIDA DE LA PAZ","CALZADA","QUETZALCOATL","CALLE","VICENTE SUAREZ","200",,,,"0",,"COLONIA","BOCANEGRA",,,,,"05","COAHUILA DE ZARAGOZA","035","Torreón","0001","Torreón","1261","015",,"CLAUDIA.GARCIA@CARNESFINASELANDEN.COM.MX","WWW.CARNESFINASELANDEN.COM.MX","Fijo","25.55702315","-103.4208691","2016-10"
"7696338","05035311613000082000065850S3","CARNES FRIAS SAN JUAN",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","6 a 10 personas","CALLE","MAR DE CORTES","PRIVADA","OCEANO ATLANTICO","PRIVADA","OCEANO ARTICO","PRIVADA","OCEANO ATLANTICO","88",,,,,,"FRACCIONAMIENTO","PARAISO DEL NAZAS",,,,"27110","05","COAHUILA DE ZARAGOZA","035","Torreón","0001","Torreón","2575","024","8712391866",,,"Fijo","25.57520408","-103.42675086","2019-11"
"6299692","05035311612000027001001532M0","CARNES MUMA","IMPULSORA DE BIENES ALAMEDA SA","311612","Corte y empacado de carne de ganado, aves y otros animales comestibles","251 y más personas","CALLE","AURELIO ANAYA PÉREZ","CALLE","JOAQUÍN SERRANO","CALLE","JUAN F. BRITTINGHAM","CALLE","ALFONSO GÓMEZ TORRES","250",,,,,,"CIUDAD INDUSTRIAL","INDUSTRIAL TORREON","CIUDAD INDUSTRIAL","CIUDAD INDUSTRIAL TORREON","SN","27019","05","COAHUILA DE ZARAGOZA","035","Torreón","0001","Torreón","0761","015",,"OMARBORDALLO@CARNESMUMA.COM.MX","WWW.CARNESMUMA.COM.MX","Fijo","25.58814296","-103.3896405","2010-07"
"295844","05020461121000171000000000U8","CARNICERIA LOS 3 COCHINITOS",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","SOCORRO","CALLE","MUTUALISMO","CALLE","FELIX U. GOMEZ","CALLE","5 DE MAYO",,"SN",,,"0",,"BARRIO","LA PIEDRA",,,,"26343","05","COAHUILA DE ZARAGOZA","020","Múzquiz","0001","Ciudad Melchor Múzquiz","1235","031",,,,"Fijo","27.87192605","-101.51875862","2010-07"
"7696226","05035311612000053000000000S6","CARNINCERIA SAN JOSE","PROCESADORA Y EMPACADORA DE CARNES SAN JOSE SA DE CV","311612","Corte y empacado de carne de ganado, aves y otros animales comestibles","6 a 10 personas","PERIFERICO","RAUL LOPEZ SANCHEZ","CALLE","LA ADELITA","CALLE","JUAN MENDEZ","CALLE","CARLOS SALINAS DE GORTARI","83",,,,"0",,"FRACCIONAMIENTO","NUEVA LAGUNA NORTE",,,,"27110","05","COAHUILA DE ZARAGOZA","035","Torreón","0001","Torreón","308A","021","8711252397",,"WWW.CARNICERIASANJOSE.COM.MX","Fijo","25.58246189","-103.41990199","2019-11"
"225974","05004311611000012000000000U0","CASA DE MATANZA DE ARTEAGA COAHUILA SIN NUMERO","GOBIERNO MUNICIPAL ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","BOULEVARD","LOS FUNDADORES","BOULEVARD","LOS FUNDADORES","PROLONGACION","MIGUEL HIDALGO Y COSTILLA","BOULEVARD","LOS FUNDADORES","0","SN",,,,,"COLONIA","BELLA UNION",,,,"25355","05","COAHUILA DE ZARAGOZA","004","Arteaga","0001","Arteaga","0182","045",,,,"Fijo","25.44049347","-100.82753441","2010-07"
"6732476","05035311611000055001000000U3","CEM LAGUNA MEAT",,"311611","Matanza de ganado, aves y otros animales comestibles","251 y más personas","OTRO(ESPECIFIQUE)","LOCALIDAD MIELERAS","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","0","SN",,,,,"LOCALIDAD","MIELERAS",,,,,"05","COAHUILA DE ZARAGOZA","035","Torreón","0440","Mieleras","062A","800",,"GSALAZAR@CEMLAGUNAMEAT.COM",,"Fijo","25.48670124","-103.3412119","2016-10"
"11109935","05032311613000041000000000U6","CHICHARRONES DE PUERCO",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","MIGUEL HIDALGO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","EMILIO CARRANZA","172","A",,,,,"COLONIA","COMERCIAL",,,,"26850","05","COAHUILA DE ZARAGOZA","032","San Juan de Sabinas","0014","Nueva Rosita","0327","031","8616173412",,,"Fijo","27.94060509","-101.21856601","2024-11"
"6997221","05007311613000011000000000U1","CHORIZO ARIZPE",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","LUIS URIBE","CALLE","IGNACIO ALLENDE","CALLE","MERCADO","CALLE","VICTOR AROCHA","203",,,,"0",,"COLONIA","SAN JOSE",,,,"27642","05","COAHUILA DE ZARAGOZA","007","Cuatro Ciénegas","0001","Cuatro Ciénegas de Carranza","088A","012","8662060652","CHORIZOARIZPE@GMAIL.COM",,"Fijo","26.98687301","-102.05742444","2019-11"
"11184451","05031311613000031000000000U9","CHORIZO ARTESANAL",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","MIGUEL HIDALGO","CALLE","MELCHOR OCAMPO","CALLE","JOSE MARIA MORELOS","CALLE","BENITO JUAREZ","206",,,,"0",,"COLONIA","CENTRO",,,,"25500","05","COAHUILA DE ZARAGOZA","031","San Buenaventura","0001","San Buenaventura","0739","013","8696940171",,,"Fijo","27.06384485","-101.54910583","2024-11"
"9985617","05017311613000102000000000U7","CHORIZO CACERO MATAMOROS",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","6 a 10 personas","CALLE","TREVIÑO","CALLE","LERDO","CALLE","FIERRO","CALLE","GOMEZ FARIAS",,"SN",,,,,"COLONIA","FRANCISCO I MADERO",,,,"27442","05","COAHUILA DE ZARAGOZA","017","Matamoros","0001","Matamoros","0231","011","8711346881",,,"Fijo","25.52082898","-103.23415792","2024-11"
"7324089","05020311613000041000000000U1","CHORIZO CADENA",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","GUADALUPE VICTORIA","CALLE","GENERAL CRUZ MALTOS","CALLE","FRANCISCO I. MADERO","AVENIDA","HIDALGO","0","SN",,,,,"COLONIA","CENTRO",,,,"26340","05","COAHUILA DE ZARAGOZA","020","Múzquiz","0001","Ciudad Melchor Múzquiz","1254","002","8646178577",,,"Fijo","27.87362263","-101.5130217","2019-11"
"10369451","05017311613000071000000000U4","CHORIZO CASERO GONZALEZ",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CALZADA","LAZARO CARDENAS DEL RIO","AVENIDA","IGNACIO ZARAGOZA","AVENIDA","INDEPENDENCIA","CALLE","LEONA VICARIO","223",,,,,,"COLONIA","EJIDAL",,,,"27440","05","COAHUILA DE ZARAGOZA","017","Matamoros","0001","Matamoros","0034","060","8715975791",,,"Fijo","25.52967231","-103.23905462","2024-11"
"11287930","05017311613000091000000000U2","CHORIZO CASERO LORO",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","TREVIÑO","CALZADA","CRISTOBAL DIAZ","CALLE","MUZQUIZ","CALLE","LAZARO CARDENAS","0","SN",,,,,"COLONIA","CAROLINAS",,,,"27444","05","COAHUILA DE ZARAGOZA","017","Matamoros","0001","Matamoros","0299","041",,,,"Fijo","25.51805389","-103.22234546","2024-11"
"250652","05028311613000052001000000U1","CHORIZO COAHUILA",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","6 a 10 personas","AVENIDA","AMADOR CHAPA","CALLE","NICOLAS BRAVO","CALLE","VICTORIANO CEPEDA","AVENIDA","DOCTOR EPIFANIO RAMOS","1136",,,,"1136",,"COLONIA","ISMAEL RODRIGUEZ",,,,"26720","05","COAHUILA DE ZARAGOZA","028","Sabinas","0001","Sabinas","0447","011","8616120512",,,"Fijo","27.85940077","-101.1133293","2014-12"
"11641811","05019311613000041000000000U3","CHORIZO DE ACA DON CHUY Y DOÑA FINA",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","ZARAGOZA","CALLE","OCAMPO","CALLE","SANTOS DEGOLLADO","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","0","SN",,,,,"COLONIA","CENTRO",,,,"26500","05","COAHUILA DE ZARAGOZA","019","Morelos","0001","Morelos","0128","001","8787880658",,,"Fijo","28.40300916","-100.88883315","2024-11"
"11419923","05035311613000131000000000U8","CHORIZO DON MANUEL",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CIRCUITO","SANTA ISABEL","CALLE","CIRCUITO SAN JUAN","CIRCUITO","SANTA ISABEL","CALLE","SAN JUAN","306",,,,,,"PRIVADA","CIRCUITO SANTA ISABEL",,,,"27054","05","COAHUILA DE ZARAGOZA","035","Torreón","0001","Torreón","3342","016",,,,"Fijo","25.56333222","-103.35429889","2024-11"
"11568634","05007311613000021000000000U0","CHORIZO EL RUBIO",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","ALDAMA","CALLE","IGNACIO ALLENDE","CALLE","MIGUEL HIDALGO","CALLE","FRANCISCO JAVIER MINA","0","SN",,,,,"COLONIA","CENTRO",,,,"27640","05","COAHUILA DE ZARAGOZA","007","Cuatro Ciénegas","0001","Cuatro Ciénegas de Carranza","0907","009","8661715792",,,"Fijo","26.98727125","-102.06099445","2024-11"
"11502731","05031311613000021000000000U0","CHORIZO ESTRADA",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","PROLONGACION","VENUSTIANO CARRANZA","CALLE","MIGUEL HIDALGO","CALLE","RAMOS ARIZPE","CALLE","JUAN ANTONIO DE LA FUENTE","283",,,,,,"COLONIA","CENTRO",,,,"25500","05","COAHUILA DE ZARAGOZA","031","San Buenaventura","0001","San Buenaventura","0743","013","8662128856",,,"Fijo","27.05684287","-101.55146333","2024-11"
"10416821","05035311613000141000000000U7","CHORIZO FYR",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","AVENIDA","SEXTA","CALLE","OCTAVA DEL TIRO","CALLE","SEPTIMA DEL TIRO","CALLE","AVENIDA SEPTIMA","840",,,,,,"COLONIA","VICENTE GUERRERO",,,,"27380","05","COAHUILA DE ZARAGOZA","035","Torreón","0001","Torreón","1859","029","8713654136",,,"Fijo","25.51340046","-103.43735929","2024-11"
"7310596","05018311613000081000000000U1","CHORIZO MUZQUIZ",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","ECUADOR","CALLE","PADRE LARIOS","CALLE","ALMADEN","CALLE","ALVARO OBREGON","534",,,,"0",,"COLONIA","FRACCIONAMIENTO CARRANZA",,,,"25760","05","COAHUILA DE ZARAGOZA","018","Monclova","0001","Monclova","1059","024",,,,"Fijo","26.89821195","-101.43081117","2019-11"
"241801","05028311613000033000000000U1","CHORIZO REAL DEL NORTE",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","6 a 10 personas","AVENIDA","DOCTOR EPIFANIO RAMOS","CALLE","FRANCISCO JAVIER MINA","CALLE","MIGUEL RAMOS ARIZPE","AVENIDA","PRIMERO DE MAYO","846",,,,"0",,"COLONIA","CENTENARIO",,,,"26750","05","COAHUILA DE ZARAGOZA","028","Sabinas","0001","Sabinas","1144","001",,,,"Fijo","27.85640574","-101.11569574","2010-07"
"9936445","05032311612000021000000000U0","CHORIZO VIKY",,"311613","Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","SAMANIEGO","CALLE","NINGUNO","CALLE","EMILIO CARRANZA","CALLE","EMILIO CARRANZA","43","A",,,,,"COLONIA","COMERCIAL",,,,"26850","05","COAHUILA DE ZARAGOZA","032","San Juan de Sabinas","0014","Nueva Rosita","0420","048","8611221444",,,"Fijo","27.93666117","-101.22861902","2024-11"
