country,id,establishment_name,legal_name,scian_code,activity_name,facility_type,street,settlement_type,settlement_name,city,municipality,state,postal_code,latitude,longitude,phone,email,website,employees_range,establishment_type,date_added
mx,8135725,AVIGRUPO CENTRO DE CUADRILLAS VACUNACION Y MANTENIMIENTO,AVIGRUPO MEXICO SA DE CV,115210,Servicios relacionados con la cría y explotación de animales,Animal Farming Service,CALLE REYES ZUMPANGO 0 SN,COLONIA,REYES ACOZAC,REYES ACOZAC,Tecámac,México,55755,19.76887456,-98.99428935,,SERVICIO.CLIENTE@AVIGRUPO.COM,WWW.AVIGRUPO.COM.MX,101 a 250 personas,Fijo,2019-11
mx,6170934,BARRANCA FRESCA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA NINGUNO 0 DOMICILIO CONOCIDO,COLONIA,BARRANCA FRESCA,BARRANCA FRESCA,Valle de Bravo,México,,19.13559456,-100.1330079,,,,0 a 5 personas,Fijo,2014-12
mx,9730915,BASALTIKA AGROMINERALES,GRUPO BASOLTIKA SA DE CV,115210,Servicios relacionados con la cría y explotación de animales,Animal Farming Service,CALLE JUAN ALDAMA 0 SN,COLONIA,DEL PARQUE,DEL PARQUE,Toluca,México,50180,19.26261849,-99.65498427,,BASALTIKAMARKETING@GMAIL.COM,AGROMINERALESBASALTIKA.COM,6 a 10 personas,Fijo,2024-11
mx,9696461,BASCULA PRIVADA,,115210,Servicios relacionados con la cría y explotación de animales,Animal Farming Service,CALLE 12 DE OCTUBRE 0 SN,PUEBLO,SANTA MARIA ACTIPAC,SANTA MARIA ACTIPAC,Axapusco,México,55952,19.84827163,-98.75255546,5561407482,,,0 a 5 personas,Fijo,2024-11
mx,6170966,BORDO DE CIRO NAVARRETE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE SAN JUANICO SECTOR 1 0 SN,LOCALIDAD,SAN JUANICO SECTOR UNO,SAN JUANICO SECTOR UNO,Acambay de Ruíz Castañeda,México,,19.94733131,-99.77530892,7121876208,,,0 a 5 personas,Fijo,2010-07
mx,6170964,BORDO DON ALVARO,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE GANDO 0 SN,LOCALIDAD,GANDO,GANDO,Acambay de Ruíz Castañeda,México,,20.03592915,-100.0647644,7121269857,,,0 a 5 personas,Fijo,2010-07
mx,8178583,BORDO LA TINAJAS,BORDO LA TINAJAS AC,112515,Piscicultura en agua dulce,Aquaculture Facility,OTRO(ESPECIFIQUE) Arroyo 0 SN Int. 0 SN,EJIDO,TINAJA,TINAJA,Jiquipilco,México,50810,19.59146316,-99.63069645,7122105486,,,0 a 5 personas,Fijo,2019-11
mx,6170989,BORDO TREJO,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE LIMITE CON QUERETARO 0 SN,LOCALIDAD,GANDO,GANDO,Acambay de Ruíz Castañeda,México,,20.03592915,-100.0647644,7122976316,,,0 a 5 personas,Fijo,2010-07
mx,6170987,BORDOMEX TOÑO,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE A 50 METROS DE LA IGLESIA EN UNA TIENDITA 0 SN Int. 0 SN,LOCALIDAD,SAN NICOLAS ACAMBAY,SAN NICOLAS ACAMBAY,Acambay de Ruíz Castañeda,México,,19.9155136,-99.78413299,,,,0 a 5 personas,Fijo,2010-07
mx,6170927,CABAÑAS DON FLOR,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE POR DONDE PASA LA AUTOPISTA 0 SN Int. 0 SN,BARRIO,DE SANTIAGO EL 5,DE SANTIAGO EL 5,Villa de Allende,México,,19.40807348,-100.15323629,,,,0 a 5 personas,Fijo,2014-12
mx,6170937,CANADA OBSCURA III,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN,EJIDO,SAN LUCAS CUARTA SECCION,SAN LUCAS CUARTA SECCION,Amanalco,México,,19.25998332,-99.99818985,,,,0 a 5 personas,Fijo,2010-07
mx,8704398,CAÑADA OSCURA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA NINGUNO 0 SN,LOCALIDAD,SAN LUCAS,SAN LUCAS,Amanalco,México,,19.25923285,-99.98980608,,,,0 a 5 personas,Fijo,2019-11
mx,11844905,CANTERA I,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE EMPEDRADA 0 SN,NINGUNO,CAMINO,CAMINO,Almoloya de Juárez,México,,19.37900991,-99.80762923,5889926086,,,0 a 5 personas,Fijo,2025-05
mx,6170982,CENTRO ACUICOLA TIACAQUE,CENTRO ACUICOLA TIACAQUE,112514,Camaronicultura y acuicultura de otros crustáceos en agua dulce,Aquaculture Facility,CARRETERA CARRETERA IXTLAHUACA JILOTEPEC KM 10 KM 10 Int. 0 SN,LOCALIDAD,TIACAQUE,TIACAQUE,Jocotitlán,México,,19.67154222,-99.70318,7121184603,DGPACUACULTURA@EDOMEX.GOB.MX,WWW.EDOMEXICO.GOB,11 a 30 personas,Fijo,2014-12
mx,7246005,CENTRO DE CERTIFICACION ZOOSANITARIA Y SERVICIOS MULTIPLES,,115210,Servicios relacionados con la cría y explotación de animales,Animal Farming Service,CALLE MARIANO ESCOBEDO SN,PUEBLO,JILOTEPEC DE MOLINA ENRIQUEZ,JILOTEPEC DE MOLINA ENRIQUEZ,Jilotepec,México,54240,19.95099985,-99.53254584,7617341936,,,0 a 5 personas,Fijo,2019-11
mx,8203446,CENTRO DE REPRODUCCION ACUICOLA AGUA DE LOS FRESNOS,,112515,Piscicultura en agua dulce,Aquaculture Facility,AVENIDA Principal 0 SN Int. 0 SN,LOCALIDAD,TRANSFIGURACION MONTE ALTO,TRANSFIGURACION MONTE ALTO,Nicolás Romero,México,54439,19.57848249,-99.41091491,5519477121,JULIO_VEGA_MIJARES@YAHOO.COM.MX,,0 a 5 personas,Fijo,2019-11
mx,6170932,CENTRO PISCICOLA LA LA PAZ,GOBIERNO DEL ESTADO DE MEXICO SECRETARIA DEL CAMPO,112519,Otra acuicultura,Aquaculture Facility,CARRETERA Ninguno KM 51 Int. 0 SN,LOCALIDAD,LA FINCA,LA FINCA,Villa Guerrero,México,51767,18.89036045,-99.6468505,,,,6 a 10 personas,Fijo,2010-07
mx,8908785,CRIA DE ENGORDA DE TRUCHAS DE JILOTZINGO,CRIA DE ENGORDA DE TRUCHAS DE JILOTZINGO SC DE RL,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE SAN JOSE LAS MANZANAS 0 SN Int. 0 SN,NINGUNO,NINGUNO,NINGUNO,Jilotzingo,México,,19.50487242,-99.34409558,,,,11 a 30 personas,Fijo,2019-11
mx,6170822,CRIADERO DE TRCHAS EL TULE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Ninguno 0 SN Int. 0 SN,PARAJE,EL POTRERO,EL POTRERO,Ocoyoacac,México,,19.24296214,-99.3749924,7225199235,,,0 a 5 personas,Fijo,2014-12
mx,11844968,CRIADERO DE TRUCHAS COMUNAL XUNTE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Ninguno KM 13 Int. 0 SN,PARAJE,VALLE DEL POTRERO,VALLE DEL POTRERO,Ocoyoacac,México,52754,19.23731791,-99.388935,,,,0 a 5 personas,Fijo,2025-05
mx,8203564,CRIADERO DE TRUCHAS EL PUENTE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,LOCALIDAD,SAN MIGUEL TECPAN,SAN MIGUEL TECPAN,Jilotzingo,México,,19.4970278,-99.35069405,5589969804,,,0 a 5 personas,Fijo,2019-11
mx,11844888,CRIADERO DE TRUCHAS LA TRANCA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Ninguno 0 SN Int. 0 SN,PARAJE,VALLE DEL POTRERO,VALLE DEL POTRERO,Ocoyoacac,México,52743,19.24300048,-99.37715025,,,,0 a 5 personas,Fijo,2025-05
mx,6170991,CRIADERO DE TRUCHAS LOS LIMONES,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE EL TULE 0 SN Int. 0 SN,PARAJE,EL TULE,EL TULE,Ocoyoacac,México,,19.23724787,-99.39008668,,,,0 a 5 personas,Fijo,2014-12
mx,9294503,CRIADERO DE TRUCHAS PUENTE VIEJO,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA LA MARQUESA A CHALMA KM 7+900 KM 7+900 Int. 0 SN,PUEBLO,SAN PEDRO ATLAPULCO,SAN PEDRO ATLAPULCO,Ocoyoacac,México,52754,19.24558027,-99.38797101,,,,0 a 5 personas,Fijo,2020-11
mx,6171001,CRIADERO PALOMAS TACHOS,SOCIEDAD DE SOLIDARIDAD SOCIAL CRIADERO PALOMAS TACHOS S DE SS,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE CALLE PRINCIPAL LA RANCHERIA A TLAZALA 0 SN Int. 0 SN,RANCHERIA,LAS PALOMAS,LAS PALOMAS,Isidro Fabela,México,,19.54785935,-99.49431629,7121941651,,,11 a 30 personas,Fijo,2010-07
mx,11176034,CRIADERO Y ENGORDA DE TRUCHAS LOMA DEL RIO,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,PUEBLO,ENDEGUIDO,ENDEGUIDO,Isidro Fabela,México,,19.55200597,-99.44307337,,,,0 a 5 personas,Fijo,2024-11
mx,11475007,CRIANSA DE ANILES,,112519,Otra acuicultura,Aquaculture Facility,CALLE 5 DE MAYO 0 SN,PUEBLO,PUEBLO DE TE TEQUISISTLAN,PUEBLO DE TE TEQUISISTLAN,Tezoyuca,México,56020,19.59838574,-98.94273218,,,,0 a 5 personas,Fijo,2024-11
mx,7476022,CUIDADO Y ATENCION DE CABALLOS,,115210,Servicios relacionados con la cría y explotación de animales,Animal Farming Service,PROLONGACION ALVARO OBREGON SN,BARRIO,SANTA ANA,SANTA ANA,Ixtapan de la Sal,México,51900,18.84602384,-99.67262811,7223914105,,,0 a 5 personas,Fijo,2019-11
mx,6170836,DAMEGE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN,PUEBLO,RINCON DE GUADALUPE,RINCON DE GUADALUPE,Amanalco,México,,19.27109938,-99.99381265,,,,0 a 5 personas,Fijo,2014-12
mx,6170967,DESARROLLO ECOTURISTICO 3 PIEDRAS,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE PROLONGACION FRANCISCO VILLA 0 SN Int. 0 SN,EJIDO,CAHUACAN RIO HONDO,CAHUACAN RIO HONDO,Nicolás Romero,México,,19.63988119,-99.43280296,5510001297,,,6 a 10 personas,Fijo,2010-07
mx,6170828,DOS POTRILLOS,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA NINGUNO 0 DOMICILIO CONOCIDO,EJIDO,CORRAL DE PIEDRA,CORRAL DE PIEDRA,Amanalco,México,,19.21242855,-99.96678603,,,,0 a 5 personas,Fijo,2014-12
mx,6170952,EL AGUACATE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN,PUEBLO,SAN BARTOLO TERCERA SECCION,SAN BARTOLO TERCERA SECCION,Amanalco,México,,19.24277721,-100.05582071,,,,0 a 5 personas,Fijo,2010-07
mx,6170866,EL ANCON III,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE 16 DE SEPTIEMBRE 0 SN Int. 0 SN,EJIDO,EL ANCON,EL ANCON,Amanalco,México,,19.25251864,-100.0209188,,,,0 a 5 personas,Fijo,2014-12
mx,6170912,EL ARROYO,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA NINGUNO 0 SN,EJIDO,CORRAL DE PIEDRA AMANALCO DE BE,CORRAL DE PIEDRA AMANALCO DE BE,Amanalco,México,,19.2465313,-100.02054467,,,,0 a 5 personas,Fijo,2010-07
mx,11845792,EL JACAL,,112515,Piscicultura en agua dulce,Aquaculture Facility,PRIVADA Ninguno 0 SN Int. 0 SN,PUEBLO,LAS PEÑAS,LAS PEÑAS,Villa Victoria,México,50975,19.45608941,-99.99818702,7225057550,,,11 a 30 personas,Fijo,2025-05
mx,8728631,EL MANANTIAL,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE SANTA CRUZ 0 SN,LOCALIDAD,TENERIA,TENERIA,Tejupilco,México,,18.97272636,-100.088454,7224141812,,,0 a 5 personas,Fijo,2019-11
mx,6170975,EL MANANTIAL,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE PRINCIPAL HACIA EL CENTRO 0 SN Int. 0 SN,PUEBLO,SAN MIGUEL XOLTEPEC,SAN MIGUEL XOLTEPEC,Donato Guerra,México,,19.25499042,-100.08474855,7225863875,,,6 a 10 personas,Fijo,2010-07
mx,6170845,EL SALTO II,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA NINGUNO 0 DOMICILIO CONOCIDO,EJIDO,HACIENDA NUEVA (AGUA BENDITA),HACIENDA NUEVA (AGUA BENDITA),Amanalco,México,,19.23675575,-99.95212643,,,,0 a 5 personas,Fijo,2014-12
mx,6170942,EL SAUSAL,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE LA CRUZ Y CARRIZAL PRINCIPAL 0 SN Int. 0 SN,LOCALIDAD,BARRIO LA CRUZ Y CARRIZAL,BARRIO LA CRUZ Y CARRIZAL,Villa del Carbón,México,,19.82947069,-99.4104675,,,,11 a 30 personas,Fijo,2014-12
mx,6170961,EL TRONCONAL,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA NINGUNO 0 SN Int. 0 SN,PUEBLO,LOS SAUCOS VALLE DE BRAVO,LOS SAUCOS VALLE DE BRAVO,Valle de Bravo,México,,19.16342418,-99.9971752,,,,0 a 5 personas,Fijo,2010-07
mx,10194787,FARMACIA Y VETERINARIA MI RANCHITO,,115210,Servicios relacionados con la cría y explotación de animales,Animal Farming Service,CALLE LAZARO CARDENAS 0 SN,PUEBLO,TEPETLIXPA,TEPETLIXPA,Tepetlixpa,México,56880,19.03122203,-98.8158454,5541383884,,,0 a 5 personas,Fijo,2024-11
mx,6170810,GRANGA PISICOLA VALLE DE LA LUNA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,LOCALIDAD,PRESA ITURBIDE,PRESA ITURBIDE,Isidro Fabela,México,54480,19.52751728,-99.47496287,,JUDITH.M67.JM@GMAIL.COM,,6 a 10 personas,Fijo,2014-12
mx,8704343,GRANJA 3 CRUCES,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE La Pesca 0 SN Int. 0 SN,COLONIA,ADOLFO LOPEZ MATEOS,ADOLFO LOPEZ MATEOS,Temoaya,México,50869,19.51950113,-99.56222795,7224976396,,,0 a 5 personas,Fijo,2019-11
mx,6170869,GRANJA ACUICOLA ARCOIRIS,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,COLONIA,ATESQUELITES,ATESQUELITES,Valle de Bravo,México,,19.16546253,-99.99642219,,,,0 a 5 personas,Fijo,2010-07
mx,6170894,GRANJA ACUICOLA EL EDEN,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Ninguno KM 9+500 Int. 0 SN,LOCALIDAD,SAN PEDRO ATLAPULCO,SAN PEDRO ATLAPULCO,Ocoyoacac,México,52754,19.242911,-99.37444175,5523278560,,,0 a 5 personas,Fijo,2010-07
mx,6170970,GRANJA ACUICOLA EL PROGRESO II,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Aldama 0 SN,PARAJE,VALLE DEL POTRERO,VALLE DEL POTRERO,Ocoyoacac,México,52480,19.25916727,-99.41779983,7221510361,,,0 a 5 personas,Fijo,2010-07
mx,6170979,GRANJA ACUICOLA EL RINCON,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Aldama 0 SN Int. 0 SN,LOCALIDAD,SAN PEDRO ATLAPULCO,SAN PEDRO ATLAPULCO,Ocoyoacac,México,52480,19.25916727,-99.41779983,,,,0 a 5 personas,Fijo,2010-07
mx,6170825,GRANJA ACUICOLA LOS FRESNOS,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE SAN MIGUEL TECPAN 0 SN Int. 0 SN,LOCALIDAD,SAN MIGUEL TECPAN,SAN MIGUEL TECPAN,Jilotzingo,México,,19.5219623,-99.40621221,5539905757,,,0 a 5 personas,Fijo,2014-12
mx,8624459,GRANJA ACUICOLA SAN ANDRES,,112519,Otra acuicultura,Aquaculture Facility,CALLE INDEPENDENCIA 0 SN,PUEBLO,SAN ANDRES NICOLAS BRAVO,SAN ANDRES NICOLAS BRAVO,Malinalco,México,,18.76931049,-99.4647093,7341100800,,,6 a 10 personas,Fijo,2019-11
mx,11844874,GRANJA CABAÑA TEPEHUAJE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Aldama 0 SN Int. 0 SN,PUEBLO,SAN PEDRO ATLAPULCO,SAN PEDRO ATLAPULCO,Ocoyoacac,México,52480,19.25916727,-99.41779983,,COMISARIADOATLAPULCO2021@GMAIL.COM,,0 a 5 personas,Fijo,2025-05
mx,6170819,GRANJA DE TRUCHAS CAMPING LA CAPILLA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA CARRETERA VILLA DEL CARBON A ATLACOMULCO 0 SN Int. 0 SN,PUEBLO,LA CAPILLA,LA CAPILLA,Villa del Carbón,México,,19.73018732,-99.52035311,5534115847,,,0 a 5 personas,Fijo,2014-12
mx,11844868,GRANJA DE TRUCHAS EL CAPULIN,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Aldama KM 13 Int. 0 SN,PARAJE,EL POTRERO SAN PEDRO ATLAPULCO,EL POTRERO SAN PEDRO ATLAPULCO,Ocoyoacac,México,52480,19.25916727,-99.41779983,,,,0 a 5 personas,Fijo,2025-05
mx,6170818,GRANJA DE TRUCHAS EL MANANTIAL,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,LOCALIDAD,EL CALVARIO,EL CALVARIO,Villa del Carbón,México,,19.67845917,-99.51475006,5565341963,,,11 a 30 personas,Fijo,2014-12
mx,8806146,GRANJA DE TRUCHAS EL POLVORIN,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,LOCALIDAD,PUEBLO TRANSFIGURACION,PUEBLO TRANSFIGURACION,Nicolás Romero,México,,19.61479176,-99.41026643,5564032904,,,6 a 10 personas,Fijo,2019-11
mx,6170860,GRANJA DE TRUCHAS LOS ALCATRACES CON RESTAURANTE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Ninguno KM 21 Int. 0 SN,LOCALIDAD,MEXICAPA,MEXICAPA,Ocuilan,México,52480,19.00174489,-99.39481242,7773343798,,,6 a 10 personas,Fijo,2014-12
mx,9045955,GRANJA DE TRUCHAS RANCHO EL PARAISO,,112515,Piscicultura en agua dulce,Aquaculture Facility,PRIVADA Ninguno 0 SN Int. 0 SN,LOCALIDAD,QUINTO BARRIO CAHUACAN,QUINTO BARRIO CAHUACAN,Nicolás Romero,México,54477,19.62401283,-99.28595658,5534852811,ADI.TEM@HOTMAIL.COM,,11 a 30 personas,Fijo,2019-11
mx,6170984,GRANJA DE TRUCHAS RINCON DEL SOL,,112516,Piscicultura en agua salada,Aquaculture Facility,CALLE Aldama 0 SN Int. 0 SN,PARAJE,VALLE EL POTRERO,VALLE EL POTRERO,Ocoyoacac,México,52743,19.25916727,-99.41779983,,,,0 a 5 personas,Fijo,2010-07
mx,6170905,GRANJA DE TRUCHAS TLAZALA,GRANJA DE TRUCHAS TLAZALA S DE SS,112515,Piscicultura en agua dulce,Aquaculture Facility,CERRADA NINGUNO 0 SN Int. 0 SN,RANCHERIA,RANCHERIA LAS PALOMAS,RANCHERIA LAS PALOMAS,Isidro Fabela,México,,19.54785935,-99.49431629,7121941651,,,0 a 5 personas,Fijo,2010-07
mx,6170999,GRANJA EL AHUEHUETE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Ninguno 0 SN Int. 0 SN,LOCALIDAD,EL AHUEHUETE,EL AHUEHUETE,Ocuilan,México,52484,18.97688184,-99.43641557,5534931352,,,0 a 5 personas,Fijo,2010-07
mx,6170867,GRANJA EL ALAMO,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE EL ALAMO 0 SN Int. 0 SN,PUEBLO,SAN JUAN XOCONUSCO,SAN JUAN XOCONUSCO,Donato Guerra,México,,19.31166399,-100.2538328,7151041387,,,0 a 5 personas,Fijo,2010-07
mx,8789442,GRANJA EL BRASIL,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA CARRETERA TEJUPILCO AMATEPEC 0 SN Int. 0 SN,LOCALIDAD,CAMINO,CAMINO,Amatepec,México,,18.72989667,-100.1663289,7223897205,,,0 a 5 personas,Fijo,2019-11
mx,6170840,GRANJA EL GRANDE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE JUNTO AL CERRO DEL ELEFANTE 0 SN Int. 0 SN,PUEBLO,SAN MIGUEL XOLTEPEC,SAN MIGUEL XOLTEPEC,Donato Guerra,México,,19.24560512,-100.0837868,,,,0 a 5 personas,Fijo,2014-12
mx,6170963,GRANJA EL SOLITARIO,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,PUEBLO,ATESQUELITES,ATESQUELITES,Valle de Bravo,México,,19.13919412,-99.99204479,,,,0 a 5 personas,Fijo,2010-07
mx,6170893,GRANJA EL TEJOCOTE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN,RINCONADA,RINCON DE GUADALUPE CUARTA SECC,RINCON DE GUADALUPE CUARTA SECC,Amanalco,México,,19.26430742,-99.9740799,,,,0 a 5 personas,Fijo,2010-07
mx,8789441,GRANJA HUERTA GRANDE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA NINGUNO 0 SN,NINGUNO,NINGUNO,NINGUNO,Amatepec,México,,18.71086395,-100.2385189,7225649660,,,0 a 5 personas,Fijo,2019-11
mx,6170821,GRANJA LA CAPILLA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,LOCALIDAD,LA CAPILLA,LA CAPILLA,Villa del Carbón,México,,19.73189097,-99.52006687,,,,0 a 5 personas,Fijo,2014-12
mx,6170811,GRANJA LA ESCONDIDA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,RANCHERIA,LAS PALOMAS,LAS PALOMAS,Isidro Fabela,México,,19.54785935,-99.49431629,5550526564,,,0 a 5 personas,Fijo,2014-12
mx,8178555,GRANJA LA JOYA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA NINGUNO 0 SN,RANCHERIA,ARBALLO,ARBALLO,Tejupilco,México,,18.84884456,-100.0606656,7223547255,,,0 a 5 personas,Fijo,2019-11
mx,6170872,GRANJA LA JOYITA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,PUEBLO,ATESQUELITES,ATESQUELITES,Valle de Bravo,México,,19.13891878,-99.99203935,,,,0 a 5 personas,Fijo,2010-07
mx,6170839,GRANJA LA PRESA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN,PARAJE,EL SACATONAL RINCON DE GUADALUP,EL SACATONAL RINCON DE GUADALUP,Amanalco,México,,19.25909477,-99.99803765,,,,0 a 5 personas,Fijo,2014-12
mx,6170898,GRANJA LAS LAJAS,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA EL CHABACANO 0 SN Int. 0 SN,LOCALIDAD,EL CHABACANO,EL CHABACANO,Villa del Carbón,México,,19.72978463,-99.52414612,,,,31 a 50 personas,Fijo,2010-07
mx,6170857,GRANJA LAS TIENDAS,,112515,Piscicultura en agua dulce,Aquaculture Facility,OTRO(ESPECIFIQUE) BOSQUE DE SAN MIGUEL BALDERAS 0 SN Int. 0 SN,PARAJE,LAS TIENDAS,LAS TIENDAS,Tenango del Valle,México,,19.0991775,-99.65807726,,,,0 a 5 personas,Fijo,2010-07
mx,8696217,GRANJA LOS PATOS,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA NINGUNO 0 SN,LOCALIDAD,SAN LUCAS,SAN LUCAS,Amanalco,México,,19.25923285,-99.98980608,,,,0 a 5 personas,Fijo,2019-11
mx,6170809,GRANJA LOS TEPEES,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,LOCALIDAD,LAS CANOITAS LA PRESA ITURBIDE,LAS CANOITAS LA PRESA ITURBIDE,Isidro Fabela,México,,19.52751728,-99.47496287,5540658151,MARCIAL_MARGARITA@HOTMAIL.COM,,0 a 5 personas,Fijo,2014-12
mx,6170940,GRANJA OJO DE AGUA LA PRESA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,LOCALIDAD,SAN LORENZO MALACOTA,SAN LORENZO MALACOTA,Morelos,México,,19.71531605,-99.62634252,,,,6 a 10 personas,Fijo,2010-07
mx,8178842,GRANJA PASO CALLEZCA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Francisco Díaz Covarrubias 0 SN Int. 0 SN,LOCALIDAD,TRANSFIGURACION,TRANSFIGURACION,Nicolás Romero,México,54474,19.63619932,-99.3465973,5591013993,,,0 a 5 personas,Fijo,2019-11
mx,6171009,GRANJA PSCICOLA EL OJO DE AGUA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN,PUEBLO,LA COMUINIDAD DE TEMASCALTEPEC,LA COMUINIDAD DE TEMASCALTEPEC,Temascaltepec,México,,19.13441977,-99.93148088,,,,6 a 10 personas,Fijo,2010-07
mx,6170814,GRANJA THSIMOY,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,PARAJE,EL JABALI,EL JABALI,Jiquipilco,México,,19.62193801,-99.61678419,,,,6 a 10 personas,Fijo,2014-12
mx,6170815,GRANJA VALLE ESCONDIDO,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN Int. 0 SN,LOCALIDAD,SAN BARTOLO OXTOTITLAN,SAN BARTOLO OXTOTITLAN,Jiquipilco,México,,19.62193801,-99.61678419,7121383679,,,0 a 5 personas,Fijo,2014-12
mx,6170827,HACIENDA LOS MANANTIALES,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA NINGUNO 0 DOMICILIO CONOCIDO,PUEBLO,HACIENDA NUEVA,HACIENDA NUEVA,Amanalco,México,,19.23650396,-99.95110691,,,,0 a 5 personas,Fijo,2014-12
mx,6170944,INTEGRADORA ACUICOLA MEXICANA SPR DE R,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE MIGUEL HIDALGO 0 SN,COLONIA,CENTRO AMANALCO,CENTRO AMANALCO,Amanalco,México,51260,19.25361048,-100.0179733,,,,6 a 10 personas,Fijo,2010-07
mx,11844959,LA CANTERA II,,112515,Piscicultura en agua dulce,Aquaculture Facility,OTRO(ESPECIFIQUE) Río 0 SN Int. 0 SN,LOCALIDAD,TRANSFIGURACION MONTE ALTO,TRANSFIGURACION MONTE ALTO,Nicolás Romero,México,54476,19.62278585,-99.28035032,,,,11 a 30 personas,Fijo,2025-05
mx,6170873,LA ESTELITA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE ATESQUELITES 0 SN Int. 0 SN,COLONIA,ATESQUELITES,ATESQUELITES,Valle de Bravo,México,,19.13927716,-99.99203898,7299679261,,,0 a 5 personas,Fijo,2010-07
